title,title_norm,year,rt_tomato,rt_audience,tomatometer_count,audience_count,tomatometer_status,audience_status
The Debut,the debut,2000.0,74.0,73.0,23.0,1277.0,Fresh,Upright
The Desert Of Forbidden Art,the desert of forbidden art,2011.0,89.0,88.0,18.0,243.0,Fresh,Upright
The Eagle,the eagle,2011.0,39.0,41.0,157.0,42605.0,Rotten,Spilled
The Evil Dead,the evil dead,1981.0,95.0,84.0,62.0,202827.0,Certified-Fresh,Upright
The Fall,the fall,2006.0,61.0,85.0,110.0,103883.0,Fresh,Upright
The Family That Preys,the family that preys,2008.0,53.0,61.0,43.0,50280.0,Rotten,Upright
The Fantasticks,the fantasticks,1995.0,48.0,49.0,25.0,1587.0,Rotten,Spilled
The Food of the Gods,the food of the gods,1976.0,24.0,26.0,17.0,820.0,Rotten,Spilled
The Foot Fist Way,the foot fist way,2006.0,54.0,46.0,84.0,4866.0,Rotten,Spilled
The Gods Must Be Crazy,the gods must be crazy,1980.0,85.0,84.0,26.0,49718.0,Fresh,Upright
The Great Mouse Detective,the great mouse detective,1986.0,80.0,79.0,25.0,58800.0,Fresh,Upright
The Heart Is Deceitful Above All Things,the heart is deceitful above all things,2004.0,41.0,70.0,51.0,9373.0,Rotten,Upright
The Heart of the Game,the heart of the game,2005.0,87.0,83.0,100.0,24332.0,Certified-Fresh,Upright
The Hero of Color City,the hero of color city,2014.0,29.0,48.0,21.0,328.0,Rotten,Spilled
The House By The Cemetery (Quella villa accanto al cimitero),the house by the cemetery quella villa accanto al cimitero,1981.0,45.0,49.0,11.0,7042.0,Rotten,Spilled
The Killing of John Lennon,the killing of john lennon,2006.0,39.0,46.0,36.0,35246.0,Rotten,Spilled
The Knack...And How to Get It,the knack and how to get it,1965.0,71.0,70.0,14.0,1187.0,Fresh,Upright
The Last Run,the last run,1971.0,40.0,43.0,5.0,187.0,Rotten,Spilled
The Left Handed Gun,the left handed gun,1958.0,90.0,54.0,10.0,689.0,Fresh,Spilled
The Lightkeepers,the lightkeepers,2010.0,20.0,47.0,5.0,203.0,Rotten,Spilled
The Lost,the lost,2008.0,83.0,62.0,6.0,739.0,Fresh,Upright
The Man,the man,2005.0,12.0,41.0,102.0,85175.0,Rotten,Spilled
The Missing Gun,the missing gun,2003.0,38.0,67.0,8.0,197.0,Rotten,Upright
The Navigator,the navigator,1924.0,100.0,89.0,19.0,3192.0,Fresh,Upright
The Next Man,the next man,1976.0,14.0,17.0,7.0,243.0,Rotten,Spilled
The Nutcracker,the nutcracker,1993.0,50.0,63.0,8.0,3196.0,Rotten,Upright
The Other Side of the Mirror - Bob Dylan Newport 1963-1965,the other side of the mirror bob dylan newport 1963 1965,,100.0,96.0,6.0,436.0,Fresh,Upright
Professione: reporter (The Passenger),professione reporter the passenger,1975.0,88.0,85.0,74.0,8814.0,Certified-Fresh,Upright
The Perfect Host,the perfect host,2011.0,45.0,55.0,33.0,8135.0,Rotten,Spilled
The Pleasure of Being Robbed,the pleasure of being robbed,2008.0,27.0,37.0,11.0,397.0,Rotten,Spilled
The Resident,the resident,2012.0,35.0,27.0,31.0,7575.0,Rotten,Spilled
The Romantics,the romantics,2010.0,14.0,21.0,35.0,14751.0,Rotten,Spilled
The Safety of Objects,the safety of objects,2001.0,50.0,65.0,74.0,4221.0,Rotten,Upright
The Scenesters,the scenesters,2011.0,50.0,69.0,8.0,173.0,Rotten,Upright
The Scent of Green Papaya (Mùi du du xanh - L'odeur de la papaye verte),the scent of green papaya m i du du xanh l odeur de la papaye verte,1993.0,100.0,82.0,17.0,5935.0,Fresh,Upright
The Secret of Kells,the secret of kells,2010.0,90.0,85.0,83.0,11544.0,Certified-Fresh,Upright
The Secret of Roan Inish,the secret of roan inish,1995.0,95.0,87.0,44.0,7323.0,Certified-Fresh,Upright
La Siciliana Ribelle (The Sicilian Girl),la siciliana ribelle the sicilian girl,2010.0,55.0,61.0,31.0,684.0,Rotten,Upright
The Singles Ward,the singles ward,2002.0,50.0,73.0,8.0,5046.0,Rotten,Upright
The Social Network,the social network,2010.0,96.0,86.0,321.0,204126.0,Certified-Fresh,Upright
The Story of O,the story of o,1975.0,33.0,44.0,9.0,1352.0,Rotten,Spilled
The Tale of Zatoichi,the tale of zatoichi,1962.0,100.0,86.0,7.0,1877.0,Fresh,Upright
The Taqwacores,the taqwacores,2010.0,41.0,49.0,27.0,4808.0,Rotten,Spilled
The Terror (The Haunting) (The Castle of Terror),the terror the haunting the castle of terror,1963.0,36.0,22.0,11.0,3626.0,Rotten,Spilled
"Mickey, Donald, Goofy: The Three Musketeers",mickey donald goofy the three musketeers,2004.0,36.0,49.0,11.0,6946.0,Rotten,Spilled
The Tigger Movie,the tigger movie,2000.0,62.0,62.0,74.0,57867.0,Fresh,Upright
The Trotsky,the trotsky,2010.0,79.0,70.0,14.0,1964.0,Fresh,Upright
The Vanishing of the Bees,the vanishing of the bees,2011.0,58.0,63.0,19.0,698.0,Rotten,Upright
The War on the War on Drugs,the war on the war on drugs,2002.0,22.0,,9.0,,Rotten,
The War,the war,1994.0,25.0,73.0,16.0,17376.0,Rotten,Upright
The Warrior's Way,the warrior s way,2010.0,31.0,47.0,42.0,26687.0,Rotten,Spilled
The Wide Blue Road (La Grande strada azzurra),the wide blue road la grande strada azzurra,2001.0,92.0,78.0,13.0,504.0,Fresh,Upright
The Wild and Wonderful Whites of West Virginia,the wild and wonderful whites of west virginia,2009.0,60.0,65.0,10.0,1878.0,Fresh,Upright
The Yakuza,the yakuza,1975.0,59.0,72.0,17.0,1739.0,Rotten,Upright
"The $1,000,000 Duck",the 1 000 000 duck,,17.0,40.0,6.0,2091.0,Rotten,Spilled
The 100-Year-Old Man Who Climbed Out the Window and Disappeared,the 100 year old man who climbed out the window and disappeared,2015.0,68.0,69.0,80.0,4936.0,Fresh,Upright
The 10th Victim (La Decima vittima) (The Tenth Victim),the 10th victim la decima vittima the tenth victim,1965.0,80.0,79.0,10.0,1637.0,Fresh,Upright
The 12th Man,the 12th man,2018.0,86.0,79.0,21.0,612.0,Fresh,Upright
The 15:17 to Paris,the 15 17 to paris,2018.0,23.0,37.0,165.0,2987.0,Rotten,Spilled
The 24 Hour War,the 24 hour war,,100.0,86.0,6.0,371.0,Fresh,Upright
The 24th,the 24th,2020.0,78.0,92.0,27.0,12.0,Fresh,Upright
The 33,the 33,2015.0,48.0,59.0,154.0,11016.0,Rotten,Spilled
The 5th Quarter,the 5th quarter,2011.0,57.0,62.0,7.0,1085.0,Rotten,Upright
The 9th Life of Louis Drax,the 9th life of louis drax,2016.0,38.0,37.0,66.0,1954.0,Rotten,Spilled
The Abandoned,the abandoned,2016.0,46.0,68.0,13.0,757.0,Rotten,Upright
The ABCs of Death,the abcs of death,2013.0,37.0,23.0,68.0,10645.0,Rotten,Spilled
The Absent One (Fasandraeberne),the absent one fasandraeberne,2016.0,92.0,67.0,12.0,354.0,Fresh,Upright
The Accompanist,the accompanist,,0.0,,6.0,,Rotten,
The Accountant,the accountant,2016.0,52.0,76.0,282.0,46663.0,Rotten,Upright
The Act Of Killing,the act of killing,2013.0,95.0,85.0,156.0,14994.0,Certified-Fresh,Upright
The Addams Family,the addams family,2019.0,44.0,69.0,154.0,10332.0,Rotten,
The Adderall Diaries,the adderall diaries,2016.0,23.0,28.0,35.0,629.0,Rotten,Spilled
The Adventure Club,the adventure club,2017.0,20.0,50.0,5.0,23.0,Rotten,Spilled
The Adventurer: The Curse of the Midas Box,the adventurer the curse of the midas box,2014.0,20.0,38.0,15.0,953.0,Rotten,Spilled
The Adventurers,the adventurers,2017.0,14.0,26.0,7.0,176.0,Rotten,Spilled
The Adventures of Buckaroo Banzai,the adventures of buckaroo banzai,1984.0,68.0,69.0,40.0,17083.0,Fresh,Upright
The Adventures of Bullwhip Griffin,the adventures of bullwhip griffin,1967.0,50.0,48.0,8.0,636.0,Rotten,Spilled
The Adventures of Milo and Otis,the adventures of milo and otis,1986.0,80.0,74.0,10.0,53857.0,Fresh,Upright
The Adventures of Tintin,the adventures of tintin,2011.0,74.0,74.0,232.0,77487.0,Certified-Fresh,Upright
The African Queen,the african queen,1951.0,98.0,86.0,45.0,33465.0,Certified-Fresh,Upright
The After Party,the after party,2018.0,0.0,87.0,5.0,393.0,Rotten,Upright
The Afterlight,the afterlight,2010.0,63.0,86.0,8.0,40.0,Fresh,Upright
The Aftermath,the aftermath,2019.0,27.0,50.0,150.0,360.0,Rotten,Spilled
The Age of Adaline,the age of adaline,2015.0,54.0,67.0,167.0,38902.0,Rotten,Upright
The Age of Stupid,the age of stupid,2009.0,73.0,68.0,15.0,1542.0,Fresh,Upright
The Aggression Scale,the aggression scale,,100.0,50.0,5.0,314.0,Fresh,Spilled
The Air I Breathe,the air i breathe,2008.0,10.0,61.0,40.0,22831.0,Rotten,Upright
The Air Up There,the air up there,1994.0,21.0,35.0,28.0,19847.0,Rotten,Spilled
The Amazing Catfish,the amazing catfish,2014.0,100.0,80.0,8.0,712.0,Fresh,Upright
The Amazing Spider-Man,the amazing spider man,2012.0,73.0,77.0,332.0,815587.0,Certified-Fresh,Upright
The Amazing Spider-Man 2,the amazing spider man 2,2014.0,51.0,64.0,308.0,222281.0,Rotten,Upright
The Ambassador,the ambassador,2012.0,73.0,74.0,37.0,761.0,Fresh,Upright
The American,the american,2010.0,65.0,39.0,223.0,66176.0,Fresh,Spilled
The American Meme,the american meme,,94.0,97.0,31.0,1373.0,Fresh,Upright
The American Side,the american side,2016.0,79.0,80.0,19.0,848.0,Fresh,Upright
The American Soldier (Der amerikanische Soldat),the american soldier der amerikanische soldat,1976.0,77.0,55.0,13.0,490.0,Fresh,Spilled
The Amityville Horror,the amityville horror,1979.0,27.0,52.0,44.0,86899.0,Rotten,Spilled
The Amityville Murders,the amityville murders,2019.0,6.0,49.0,16.0,110.0,Rotten,Spilled
The Angel,the angel,2018.0,75.0,60.0,12.0,243.0,Fresh,Upright
The Angels' Share,the angels share,2013.0,89.0,78.0,102.0,6920.0,Certified-Fresh,Upright
The Angriest Man in Brooklyn,the angriest man in brooklyn,2014.0,9.0,30.0,32.0,4591.0,Rotten,Spilled
The Angry Birds Movie,the angry birds movie,2016.0,43.0,46.0,159.0,29435.0,Rotten,Spilled
The Angry Birds Movie 2,the angry birds movie 2,2019.0,73.0,84.0,110.0,4023.0,Fresh,
The Anomaly,the anomaly,2015.0,0.0,24.0,17.0,1369.0,Rotten,Spilled
The Anonymous People,the anonymous people,2014.0,43.0,65.0,7.0,133.0,Rotten,Upright
The Anthropologist,the anthropologist,2016.0,100.0,74.0,6.0,288.0,Fresh,Upright
The Apostate (El Apóstata),the apostate el ap stata,2016.0,79.0,33.0,19.0,93.0,Fresh,Spilled
The Apparition,the apparition,2012.0,3.0,24.0,62.0,23554.0,Rotten,Spilled
The Apparition (L'apparition),the apparition l apparition,2018.0,73.0,64.0,44.0,65.0,Fresh,Upright
The Arbor,the arbor,2011.0,96.0,74.0,46.0,1279.0,Certified-Fresh,Upright
The Archer,the archer,,83.0,91.0,6.0,24.0,Fresh,Upright
Ardor,ardor,2015.0,36.0,26.0,33.0,178.0,Rotten,Spilled
The Argument,the argument,2020.0,69.0,33.0,16.0,18.0,Fresh,Spilled
The Armstrong Lie,the armstrong lie,2013.0,82.0,76.0,120.0,5907.0,Certified-Fresh,Upright
The Arrangement,the arrangement,1969.0,8.0,65.0,12.0,555.0,Rotten,Upright
The Art of Getting By,the art of getting by,2011.0,19.0,46.0,113.0,12490.0,Rotten,Spilled
The Art of Racing in the Rain,the art of racing in the rain,2019.0,43.0,96.0,117.0,6272.0,Rotten,
The Art of Self-Defense,the art of self defense,2019.0,84.0,63.0,162.0,631.0,Certified-Fresh,
The Art of the Steal,the art of the steal,2014.0,44.0,39.0,50.0,5885.0,Rotten,Spilled
The Art Star and the Sudanese Twins,the art star and the sudanese twins,2008.0,86.0,53.0,7.0,146.0,Fresh,Spilled
The Artist,the artist,2011.0,95.0,87.0,317.0,58629.0,Certified-Fresh,Upright
The Aspern Papers,the aspern papers,2019.0,18.0,38.0,22.0,34.0,Rotten,Spilled
The Assassin,the assassin,2015.0,81.0,48.0,124.0,5455.0,Certified-Fresh,Spilled
The Assignment,the assignment,2017.0,33.0,21.0,60.0,493.0,Rotten,Spilled
The Atoning,the atoning,,60.0,45.0,5.0,75.0,Fresh,Spilled
The Attack,the attack,2013.0,87.0,78.0,60.0,8262.0,Certified-Fresh,Upright
The Attorney,the attorney,2014.0,75.0,87.0,12.0,748.0,Fresh,Upright
The Audition (Das Vorspiel),the audition das vorspiel,2020.0,78.0,,32.0,,Fresh,
The Automatic Hate,the automatic hate,2016.0,67.0,47.0,12.0,160.0,Fresh,Spilled
The Autopsy of Jane Doe,the autopsy of jane doe,2016.0,87.0,70.0,104.0,12301.0,Certified-Fresh,Upright
The Awakening,the awakening,2012.0,62.0,51.0,73.0,16885.0,Fresh,Spilled
The Awakening of Motti Wolkenbruch (Wolkenbruchs wunderliche reise in die arme einer schickse),the awakening of motti wolkenbruch wolkenbruchs wunderliche reise in die arme einer schickse,,63.0,50.0,8.0,32.0,Fresh,Spilled
The Babadook,the babadook,2014.0,98.0,72.0,238.0,39139.0,Certified-Fresh,Upright
The Babymakers,the babymakers,2012.0,8.0,22.0,51.0,4442.0,Rotten,Spilled
The Babysitter,the babysitter,2017.0,72.0,61.0,29.0,2334.0,Fresh,Upright
The Bachelor and the Bobby-Soxer,the bachelor and the bobby soxer,1947.0,78.0,78.0,9.0,6836.0,Fresh,Upright
The Bachelors,the bachelors,2017.0,83.0,74.0,18.0,323.0,Fresh,Upright
The Backwoods (Bosque de sombras),the backwoods bosque de sombras,2008.0,67.0,27.0,9.0,1603.0,Fresh,Spilled
The Bad Batch,the bad batch,2017.0,47.0,30.0,98.0,2868.0,Rotten,Spilled
The Bag Man,the bag man,2014.0,11.0,22.0,46.0,1913.0,Rotten,Spilled
The Ballad of Buster Scruggs,the ballad of buster scruggs,2018.0,90.0,77.0,224.0,3514.0,Certified-Fresh,Upright
The Ballad of Genesis and Lady Jaye,the ballad of genesis and lady jaye,2012.0,67.0,53.0,27.0,557.0,Fresh,Spilled
The Ballad of Lefty Brown,the ballad of lefty brown,2017.0,79.0,54.0,28.0,587.0,Fresh,Spilled
The Banana Splits,the banana splits,,63.0,51.0,19.0,179.0,Fresh,Spilled
The Band's Visit,the band s visit,2007.0,98.0,86.0,118.0,13558.0,Certified-Fresh,Upright
The Banshee Chapter,the banshee chapter,2014.0,77.0,42.0,22.0,1526.0,Fresh,Spilled
The Barber,the barber,2015.0,20.0,26.0,10.0,256.0,Rotten,Spilled
The Basement,the basement,2018.0,11.0,26.0,9.0,102.0,Rotten,Spilled
Bastards,bastards,2013.0,67.0,37.0,54.0,713.0,Fresh,Spilled
The Bastards' Fig Tree (La higuera de los bastardos),the bastards fig tree la higuera de los bastardos,2019.0,73.0,,11.0,,Fresh,
The Battery,the battery,2014.0,80.0,65.0,10.0,916.0,Fresh,Upright
The Battle of Algiers (La Battaglia di Algeri),the battle of algiers la battaglia di algeri,1967.0,99.0,95.0,89.0,14474.0,Certified-Fresh,Upright
The Battle of Jangsari,the battle of jangsari,2019.0,38.0,79.0,8.0,39.0,Rotten,Upright
The Battle of Pussy Willow Creek,the battle of pussy willow creek,2013.0,56.0,85.0,9.0,86.0,Rotten,Upright
The Bay,the bay,2012.0,76.0,43.0,82.0,10188.0,Certified-Fresh,Spilled
The Bay of Silence,the bay of silence,2020.0,50.0,61.0,28.0,36.0,Rotten,Upright
The Baytown Outlaws,the baytown outlaws,2013.0,22.0,54.0,27.0,4684.0,Rotten,Spilled
The Beach Bum,the beach bum,2019.0,56.0,29.0,120.0,732.0,Rotten,Spilled
The Bear,the bear,,93.0,82.0,14.0,8888.0,Fresh,Upright
The Beast (La bête),the beast la b te,2014.0,67.0,51.0,21.0,1955.0,Fresh,Spilled
The Beast in the Cellar,the beast in the cellar,1971.0,17.0,15.0,6.0,90.0,Rotten,Spilled
The Beast With Five Fingers,the beast with five fingers,1946.0,89.0,60.0,18.0,439.0,Fresh,Upright
The Beat Beneath My Feet,the beat beneath my feet,2016.0,50.0,48.0,8.0,142.0,Rotten,Spilled
The Beat Hotel,the beat hotel,2012.0,44.0,65.0,9.0,89.0,Rotten,Upright
The Beatles: Eight Days a Week - The Touring Years,the beatles eight days a week the touring years,2016.0,96.0,89.0,103.0,8008.0,Certified-Fresh,Upright
The Beautiful Person (La Belle Personne),the beautiful person la belle personne,2008.0,50.0,58.0,6.0,1796.0,Rotten,Spilled
The Beaver,the beaver,2011.0,62.0,55.0,183.0,24052.0,Fresh,Spilled
The Beguiled,the beguiled,2017.0,79.0,48.0,322.0,13952.0,Certified-Fresh,Spilled
The Believer,the believer,2002.0,83.0,82.0,93.0,25212.0,Certified-Fresh,Upright
The Believers,the believers,1987.0,39.0,44.0,18.0,3467.0,Rotten,Spilled
The Belko Experiment,the belko experiment,2017.0,53.0,40.0,105.0,9553.0,Rotten,Spilled
The Bellmen,the bellmen,,60.0,,5.0,,Fresh,
The Benefactor,the benefactor,2016.0,26.0,23.0,54.0,1213.0,Rotten,Spilled
The Berlin File,the berlin file,2013.0,43.0,58.0,14.0,461.0,Rotten,Spilled
The Best Exotic Marigold Hotel,the best exotic marigold hotel,2012.0,78.0,78.0,167.0,72161.0,Certified-Fresh,Upright
The Best Man Holiday,the best man holiday,2013.0,71.0,83.0,96.0,52746.0,Fresh,Upright
The Best of Enemies,the best of enemies,2019.0,53.0,76.0,77.0,534.0,Rotten,Upright
The Best Of Me,the best of me,2014.0,12.0,59.0,83.0,27104.0,Rotten,Spilled
The Best Offer,the best offer,2014.0,56.0,77.0,34.0,5034.0,Rotten,Upright
The Better Angels,the better angels,2014.0,45.0,43.0,49.0,673.0,Rotten,Spilled
The BFG,the bfg,2016.0,74.0,57.0,297.0,38004.0,Certified-Fresh,Spilled
The Big Bang,the big bang,2011.0,19.0,25.0,16.0,1439.0,Rotten,Spilled
The Big Boss (Tang shan da xiong),the big boss tang shan da xiong,1972.0,73.0,73.0,15.0,29161.0,Fresh,Upright
The Big Day (Jour De Fete),the big day jour de fete,1952.0,100.0,83.0,20.0,2604.0,Fresh,Upright
The Big Feast (La Grande Bouffe),the big feast la grande bouffe,1973.0,63.0,82.0,16.0,3493.0,Fresh,Upright
The Big Fix,the big fix,2011.0,86.0,84.0,7.0,244.0,Fresh,Upright
The Big Hangover,the big hangover,,67.0,31.0,6.0,85.0,Fresh,Spilled
The Big Kahuna,the big kahuna,2000.0,73.0,71.0,79.0,8180.0,Certified-Fresh,Upright
The Big Lebowski,the big lebowski,1998.0,83.0,93.0,105.0,356277.0,Certified-Fresh,Upright
The Big Parade,the big parade,1925.0,100.0,91.0,12.0,794.0,Fresh,Upright
The Big Picture,the big picture,2012.0,86.0,63.0,43.0,1655.0,Certified-Fresh,Upright
The Big Short,the big short,2015.0,88.0,88.0,322.0,69098.0,Certified-Fresh,Upright
The Big Sick,the big sick,2017.0,98.0,88.0,299.0,32760.0,Certified-Fresh,Upright
The Big Squeeze,the big squeeze,1996.0,43.0,60.0,7.0,80.0,Rotten,Upright
The Big Ugly,the big ugly,,41.0,65.0,22.0,40.0,Rotten,Upright
The Big Wedding,the big wedding,2013.0,7.0,40.0,111.0,30152.0,Rotten,Spilled
The Big Year,the big year,2011.0,42.0,40.0,103.0,21557.0,Rotten,Spilled
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,the bill murray stories life lessons learned from a mythical man,,95.0,79.0,21.0,303.0,Fresh,Upright
The Bingo Long Traveling All-Stars & Motor Kings,the bingo long traveling all stars motor kings,1976.0,88.0,68.0,17.0,318.0,Fresh,Upright
The Birth of a Nation,the birth of a nation,2016.0,72.0,71.0,265.0,15981.0,Certified-Fresh,Upright
The Bishop's Wife,the bishop s wife,1948.0,84.0,81.0,25.0,7974.0,Fresh,Upright
The Bitter Buddha,the bitter buddha,2013.0,94.0,73.0,16.0,387.0,Fresh,Upright
The Black Cat,the black cat,1981.0,33.0,25.0,6.0,598.0,Rotten,Spilled
The Black Godfather,the black godfather,2019.0,100.0,,7.0,,Fresh,
The Black Panthers: Vanguard Of The Revolution,the black panthers vanguard of the revolution,2015.0,92.0,71.0,64.0,2217.0,Certified-Fresh,Upright
The Black Power Mixtape 1967-1975,the black power mixtape 1967 1975,2011.0,92.0,86.0,53.0,1279.0,Certified-Fresh,Upright
The Black Stallion Returns,the black stallion returns,1983.0,20.0,73.0,5.0,7154.0,Rotten,Upright
The Black String,the black string,,86.0,53.0,7.0,19.0,Fresh,Spilled
The Blackcoat's Daughter (February),the blackcoat s daughter february,2017.0,72.0,49.0,67.0,4719.0,Fresh,Spilled
The Blackout Experiments,the blackout experiments,2016.0,45.0,41.0,11.0,91.0,Rotten,Spilled
The Blech Effect,the blech effect,,67.0,,9.0,,Fresh,
The Bleeding Edge,the bleeding edge,2018.0,100.0,83.0,19.0,337.0,Fresh,Upright
The Bleeding House,the bleeding house,2011.0,40.0,25.0,5.0,344.0,Rotten,Spilled
The Bling Ring,the bling ring,2013.0,59.0,33.0,204.0,31670.0,Rotten,Spilled
The Blob,the blob,1958.0,66.0,52.0,32.0,31660.0,Fresh,Spilled
The Blob,the blob,1988.0,62.0,56.0,26.0,22435.0,Fresh,Spilled
The Boat,the boat,,78.0,62.0,9.0,71.0,Fresh,Upright
The Body Remembers When the World Broke Open,the body remembers when the world broke open,2019.0,97.0,58.0,36.0,26.0,Fresh,Spilled
The Bodyguard,the bodyguard,1992.0,33.0,64.0,46.0,260672.0,Rotten,Upright
The Bodyguard (Kaavalan),the bodyguard kaavalan,2011.0,29.0,44.0,7.0,1266.0,Rotten,Spilled
The Book of Eli,the book of eli,2010.0,47.0,64.0,205.0,350712.0,Rotten,Upright
The Book of Henry,the book of henry,2017.0,22.0,63.0,146.0,5883.0,Rotten,Upright
The Book of Life,the book of life,2014.0,82.0,77.0,124.0,49423.0,Certified-Fresh,Upright
The Book Of Love,the book of love,2017.0,8.0,63.0,12.0,622.0,Rotten,Upright
The Book Thief,the book thief,2013.0,47.0,73.0,149.0,50202.0,Rotten,Upright
The Bookshop,the bookshop,2018.0,57.0,51.0,106.0,478.0,Rotten,Spilled
The Borderlands,the borderlands,2014.0,81.0,46.0,16.0,872.0,Fresh,Spilled
The Boss,the boss,2016.0,21.0,38.0,193.0,27115.0,Rotten,Spilled
The Boss Baby,the boss baby,2017.0,53.0,51.0,179.0,29741.0,Rotten,Spilled
The Bounce Back,the bounce back,2016.0,67.0,74.0,6.0,1587.0,Fresh,Upright
The Bouncer (Lukas),the bouncer lukas,2019.0,80.0,44.0,5.0,99.0,Fresh,Spilled
The Bourne Legacy,the bourne legacy,2012.0,55.0,58.0,230.0,282109.0,Rotten,Spilled
The Boxer,the boxer,1997.0,80.0,74.0,70.0,8313.0,Certified-Fresh,Upright
The Boxtrolls,the boxtrolls,2014.0,77.0,63.0,172.0,47430.0,Certified-Fresh,Upright
The Boy,the boy,2016.0,30.0,38.0,61.0,19224.0,Rotten,Spilled
The Boy,the boy,2015.0,67.0,38.0,21.0,583.0,Fresh,Spilled
The Boy And The Beast (Bakemono No Ko),the boy and the beast bakemono no ko,2016.0,90.0,88.0,68.0,2997.0,Certified-Fresh,Upright
The Boy Next Door,the boy next door,2015.0,12.0,33.0,136.0,28745.0,Rotten,Spilled
The Boy Who Harnessed the Wind,the boy who harnessed the wind,2019.0,86.0,88.0,63.0,374.0,Certified-Fresh,Upright
Jack and the Cuckoo-Clock Heart,jack and the cuckoo clock heart,2014.0,77.0,66.0,13.0,762.0,Fresh,Upright
The Boys and Girl from County Clare,the boys and girl from county clare,2004.0,46.0,61.0,28.0,1412.0,Rotten,Upright
The Brady Bunch Movie,the brady bunch movie,1995.0,62.0,46.0,42.0,48547.0,Fresh,Spilled
The Brainwashing of My Dad,the brainwashing of my dad,2016.0,58.0,77.0,12.0,245.0,Rotten,Upright
The Brand New Testament (Le tout nouveau testament),the brand new testament le tout nouveau testament,2016.0,82.0,68.0,77.0,2838.0,Certified-Fresh,Upright
The Brass Teapot,the brass teapot,2013.0,32.0,51.0,31.0,2528.0,Rotten,Spilled
The Brave Little Toaster Goes to Mars,the brave little toaster goes to mars,1998.0,40.0,45.0,5.0,3787.0,Rotten,Spilled
The Breadwinner,the breadwinner,2017.0,95.0,87.0,104.0,2016.0,Certified-Fresh,Upright
The Breaker Upperers,the breaker upperers,,87.0,51.0,47.0,363.0,Certified-Fresh,Spilled
The Bridge (Die Brücke),the bridge die br cke,1959.0,100.0,86.0,9.0,929.0,Fresh,Upright
The Brink,the brink,2019.0,84.0,55.0,101.0,42.0,Certified-Fresh,Spilled
The Broken Circle Breakdown,the broken circle breakdown,2013.0,82.0,85.0,102.0,5027.0,Certified-Fresh,Upright
The Bronze,the bronze,2016.0,36.0,44.0,99.0,4950.0,Rotten,Spilled
The Brooklyn Banker,the brooklyn banker,2016.0,20.0,92.0,5.0,93.0,Rotten,Upright
The Brooklyn Brothers Beat The Best,the brooklyn brothers beat the best,2012.0,33.0,62.0,21.0,1128.0,Rotten,Upright
The Brother from Another Planet,the brother from another planet,1984.0,89.0,75.0,28.0,4513.0,Fresh,Upright
The Brothers Grimsby,the brothers grimsby,2016.0,37.0,41.0,137.0,14995.0,Rotten,Spilled
The Bubble,the bubble,2007.0,54.0,84.0,41.0,4672.0,Rotten,Upright
The Bugs Bunny/Road Runner Movie,the bugs bunny road runner movie,,100.0,87.0,6.0,542.0,Fresh,Upright
The 'Burbs,the burbs,1989.0,53.0,71.0,38.0,60873.0,Rotten,Upright
"The Butcher, The Chef And The Swordsman",the butcher the chef and the swordsman,2011.0,46.0,40.0,13.0,679.0,Rotten,Spilled
The Bye Bye Man,the bye bye man,2017.0,19.0,22.0,89.0,7274.0,Rotten,Spilled
The Cabin in the Woods,the cabin in the woods,2012.0,92.0,74.0,286.0,207408.0,Certified-Fresh,Upright
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),the cabinet of dr caligari das cabinet des dr caligari,1920.0,98.0,89.0,62.0,27748.0,Certified-Fresh,Upright
The Cage Fighter,the cage fighter,2018.0,94.0,46.0,17.0,112.0,Fresh,Spilled
The Call,the call,2013.0,44.0,65.0,131.0,54459.0,Rotten,Upright
The Call of Cthulhu,the call of cthulhu,1969.0,100.0,85.0,6.0,4551.0,Fresh,Upright
The Calling,the calling,2014.0,51.0,33.0,45.0,4819.0,Rotten,Spilled
The Camden 28,the camden 28,2007.0,89.0,69.0,27.0,47.0,Fresh,Upright
The Campaign,the campaign,2012.0,66.0,51.0,206.0,123147.0,Fresh,Spilled
The Canal,the canal,2014.0,71.0,48.0,24.0,1236.0,Fresh,Spilled
The Candy Witch,the candy witch,,17.0,,6.0,,Rotten,
The Cannibal Club,the cannibal club,2019.0,57.0,64.0,14.0,14.0,Rotten,Upright
The Canterbury Tales,the canterbury tales,1971.0,56.0,63.0,9.0,2203.0,Rotten,Upright
The Canterville Ghost,the canterville ghost,1944.0,86.0,72.0,7.0,553.0,Fresh,Upright
The Canyons,the canyons,2013.0,21.0,15.0,94.0,3185.0,Rotten,Spilled
The Captain (Der Hauptmann),the captain der hauptmann,2018.0,83.0,82.0,53.0,636.0,Certified-Fresh,Upright
The Captain,the captain,2019.0,75.0,96.0,8.0,55.0,Fresh,
The Captive,the captive,2014.0,30.0,36.0,54.0,161.0,Rotten,Spilled
The Car,the car,1977.0,28.0,52.0,18.0,6012.0,Rotten,Spilled
The Cartel,the cartel,2010.0,48.0,69.0,29.0,178.0,Rotten,Upright
The Case for Christ,the case for christ,2017.0,59.0,87.0,27.0,47.0,Rotten,Upright
The Cassandra Crossing,the cassandra crossing,1977.0,30.0,52.0,10.0,2653.0,Rotten,Spilled
